Sales,Date,Region
1722.00,13-10-2018,east
1686.00,13-10-2018,west
1728.00,14-10-2018,north
1755.00,14-10-2018,south
1503.00,14-10-2018,east
1602.00,14-10-2018,west
1605.00,15-10-2018,north
1719.00,15-10-2018,south
1548.00,15-10-2018,east
1626.00,15-10-2018,west
1551.00,16-10-2018,north
1662.00,16-10-2018,south
1650.00,16-10-2018,east
1788.00,16-10-2018,west
1536.00,17-10-2018,north
1551.00,17-10-2018,south
1656.00,17-10-2018,east
1644.00,17-10-2018,west
1692.00,18-10-2018,north
1518.00,18-10-2018,south
1509.00,18-10-2018,east
1674.00,18-10-2018,west
1521.00,19-10-2018,north
1632.00,19-10-2018,south
1794.00,19-10-2018,east
1689.00,19-10-2018,west
1692.00,20-10-2018,north
1662.00,20-10-2018,south
1776.00,20-10-2018,east
1710.00,20-10-2018,west
1569.00,21-10-2018,north
1704.00,21-10-2018,south
1767.00,21-10-2018,east
1767.00,21-10-2018,west
1542.00,22-10-2018,north
1707.00,22-10-2018,south
1578.00,22-10-2018,east
1521.00,22-10-2018,west
1764.00,23-10-2018,north
1683.00,23-10-2018,south
1602.00,23-10-2018,east
1755.00,23-10-2018,west
1650.00,24-10-2018,north
1629.00,24-10-2018,south
1692.00,24-10-2018,east
1542.00,24-10-2018,west
1629.00,25-10-2018,north
1587.00,25-10-2018,south
1635.00,25-10-2018,east
1653.00,25-10-2018,west
1596.00,26-10-2018,north
1524.00,26-10-2018,south
1545.00,26-10-2018,east
1707.00,26-10-2018,west
1509.00,27-10-2018,north
1509.00,27-10-2018,south
1686.00,27-10-2018,east
1785.00,27-10-2018,west
1635.00,28-10-2018,north
1752.00,28-10-2018,south
1785.00,28-10-2018,east
1755.00,28-10-2018,west
1707.00,29-10-2018,north
1701.00,29-10-2018,south
1599.00,29-10-2018,east
1782.00,29-10-2018,west
1677.00,30-10-2018,north
1719.00,30-10-2018,south
1530.00,30-10-2018,east
1776.00,30-10-2018,west
1674.00,31-10-2018,north
1641.00,31-10-2018,south
1596.00,31-10-2018,east
1506.00,31-10-2018,west
1692.00,01-11-2018,north
1623.00,01-11-2018,south
1593.00,01-11-2018,east
1551.00,01-11-2018,west
1728.00,02-11-2018,north
1608.00,02-11-2018,south
1530.00,02-11-2018,east
1791.00,02-11-2018,west
1704.00,03-11-2018,north
1653.00,03-11-2018,south
1548.00,03-11-2018,east
1626.00,03-11-2018,west
1695.00,04-11-2018,north
1590.00,04-11-2018,south
1530.00,04-11-2018,east
1644.00,04-11-2018,west
1611.00,05-11-2018,north
1617.00,05-11-2018,south
1776.00,05-11-2018,east
1641.00,05-11-2018,west
1740.00,06-11-2018,north
1590.00,06-11-2018,south
1773.00,06-11-2018,east
1641.00,06-11-2018,west
1527.00,07-11-2018,north
1755.00,07-11-2018,south
1650.00,07-11-2018,east
1593.00,07-11-2018,west
1548.00,08-11-2018,north
1623.00,08-11-2018,south
1500.00,08-11-2018,east
1569.00,08-11-2018,west
1647.00,09-11-2018,north
1662.00,09-11-2018,south
1710.00,09-11-2018,east
1719.00,09-11-2018,west
1590.00,10-11-2018,north
1539.00,10-11-2018,south
1566.00,10-11-2018,east
1770.00,10-11-2018,west
1722.00,11-11-2018,north
1524.00,11-11-2018,south
1641.00,11-11-2018,east
1662.00,11-11-2018,west
1716.00,12-11-2018,north
1611.00,12-11-2018,south
1569.00,12-11-2018,east
1797.00,12-11-2018,west
1698.00,13-11-2018,north
1581.00,13-11-2018,south
1776.00,13-11-2018,east
1644.00,13-11-2018,west
1563.00,14-11-2018,north
1707.00,14-11-2018,south
1533.00,14-11-2018,east
1572.00,14-11-2018,west
1623.00,15-11-2018,north
1698.00,15-11-2018,south
1521.00,15-11-2018,east
1707.00,15-11-2018,west
1587.00,16-11-2018,north
1776.00,16-11-2018,south
1662.00,16-11-2018,east
1578.00,16-11-2018,west
1554.00,17-11-2018,north
1515.00,17-11-2018,south
1602.00,17-11-2018,east
1557.00,17-11-2018,west
1521.00,18-11-2018,north
1740.00,18-11-2018,south
1617.00,18-11-2018,east
1647.00,18-11-2018,west
1551.00,19-11-2018,north
1500.00,19-11-2018,south
1725.00,19-11-2018,east
1563.00,19-11-2018,west
1791.00,20-11-2018,north
1578.00,20-11-2018,south
1632.00,20-11-2018,east
1674.00,20-11-2018,west
1617.00,21-11-2018,north
1509.00,21-11-2018,south
1644.00,21-11-2018,east
1542.00,21-11-2018,west
1650.00,22-11-2018,north
1758.00,22-11-2018,south
1710.00,22-11-2018,east
1737.00,22-11-2018,west
1779.00,23-11-2018,north
1743.00,23-11-2018,south
1560.00,23-11-2018,east
1719.00,23-11-2018,west
1689.00,24-11-2018,north
1605.00,24-11-2018,south
1683.00,24-11-2018,east
1518.00,24-11-2018,west
1665.00,25-11-2018,north
1671.00,25-11-2018,south
1704.00,25-11-2018,east
1731.00,25-11-2018,west
1653.00,26-11-2018,north
1542.00,26-11-2018,south
1659.00,26-11-2018,east
1650.00,26-11-2018,west
1773.00,27-11-2018,north
1647.00,27-11-2018,south
1725.00,27-11-2018,east
1644.00,27-11-2018,west
1767.00,28-11-2018,north
1728.00,28-11-2018,south
1719.00,28-11-2018,east
1677.00,28-11-2018,west
1686.00,29-11-2018,north
1527.00,29-11-2018,south
1689.00,29-11-2018,east
1686.00,29-11-2018,west
1641.00,30-11-2018,north
1665.00,30-11-2018,south
1755.00,30-11-2018,east
1551.00,30-11-2018,west
1665.00,01-12-2018,north
1527.00,01-12-2018,south
1536.00,01-12-2018,east
1656.00,01-12-2018,west
1563.00,02-12-2018,north
1554.00,02-12-2018,south
1602.00,02-12-2018,east
1737.00,02-12-2018,west
1506.00,03-12-2018,north
1755.00,03-12-2018,south
1572.00,03-12-2018,east
1608.00,03-12-2018,west
1722.00,04-12-2018,north
1788.00,04-12-2018,south
1788.00,04-12-2018,east
1587.00,04-12-2018,west
1677.00,05-12-2018,north
1725.00,05-12-2018,south
1731.00,05-12-2018,east
1518.00,05-12-2018,west
1737.00,06-12-2018,north
1797.00,06-12-2018,south
1662.00,06-12-2018,east
1662.00,06-12-2018,west
1716.00,07-12-2018,north
1596.00,07-12-2018,south
1653.00,07-12-2018,east
1635.00,07-12-2018,west
1782.00,08-12-2018,north
1773.00,08-12-2018,south
1755.00,08-12-2018,east
1719.00,08-12-2018,west
1737.00,09-12-2018,north
1548.00,09-12-2018,south
1665.00,09-12-2018,east
1659.00,09-12-2018,west
1659.00,10-12-2018,north
1575.00,10-12-2018,south
1509.00,10-12-2018,east
1767.00,10-12-2018,west
1509.00,11-12-2018,north
1527.00,11-12-2018,south
1575.00,11-12-2018,east
1620.00,11-12-2018,west
1623.00,12-12-2018,north
1623.00,12-12-2018,south
1773.00,12-12-2018,east
1743.00,12-12-2018,west
1719.00,13-12-2018,north
1782.00,13-12-2018,south
1713.00,13-12-2018,east
1593.00,13-12-2018,west
1716.00,14-12-2018,north
1686.00,14-12-2018,south
1569.00,14-12-2018,east
1704.00,14-12-2018,west
1554.00,15-12-2018,north
1545.00,15-12-2018,south
1587.00,15-12-2018,east
1800.00,15-12-2018,west
1635.00,16-12-2018,north
1620.00,16-12-2018,south
1800.00,16-12-2018,east
1641.00,16-12-2018,west
1635.00,17-12-2018,north
1527.00,17-12-2018,south
1626.00,17-12-2018,east
1716.00,17-12-2018,west
1755.00,18-12-2018,north
1755.00,18-12-2018,south
1605.00,18-12-2018,east
1779.00,18-12-2018,west
1566.00,19-12-2018,north
1566.00,19-12-2018,south
1797.00,19-12-2018,east
1770.00,19-12-2018,west
1731.00,20-12-2018,north
1551.00,20-12-2018,south
1767.00,20-12-2018,east
1626.00,20-12-2018,west
1659.00,21-12-2018,north
1710.00,21-12-2018,south
1542.00,21-12-2018,east
1569.00,21-12-2018,west
1776.00,22-12-2018,north
1578.00,22-12-2018,south
1668.00,22-12-2018,east
1527.00,22-12-2018,west
1770.00,23-12-2018,north
1623.00,23-12-2018,south
1710.00,23-12-2018,east
1731.00,23-12-2018,west
1740.00,24-12-2018,north
1632.00,24-12-2018,south
1719.00,24-12-2018,east
1500.00,24-12-2018,west
1512.00,25-12-2018,north
1605.00,25-12-2018,south
1623.00,25-12-2018,east
1533.00,25-12-2018,west
1683.00,26-12-2018,north
1734.00,26-12-2018,south
1545.00,26-12-2018,east
1587.00,26-12-2018,west
1578.00,27-12-2018,north
1650.00,27-12-2018,south
1632.00,27-12-2018,east
1713.00,27-12-2018,west
1650.00,28-12-2018,north
1794.00,28-12-2018,south
1764.00,28-12-2018,east
1797.00,28-12-2018,west
1626.00,29-12-2018,north
1794.00,29-12-2018,south
1695.00,29-12-2018,east
1740.00,29-12-2018,west
1758.00,30-12-2018,north
1785.00,30-12-2018,south
1599.00,30-12-2018,east
1689.00,30-12-2018,west
1527.00,31-12-2018,north
1710.00,31-12-2018,south
1590.00,31-12-2018,east
1653.00,31-12-2018,west
1518.00,01-01-2019,north
1632.00,01-01-2019,south
1755.00,01-01-2019,east
1551.00,01-01-2019,west
1767.00,02-01-2019,north
1605.00,02-01-2019,south
1692.00,02-01-2019,east
1794.00,02-01-2019,west
1695.00,03-01-2019,north
1737.00,03-01-2019,south
1575.00,03-01-2019,east
1509.00,03-01-2019,west
1590.00,04-01-2019,north
1500.00,04-01-2019,south
1590.00,04-01-2019,east
1638.00,04-01-2019,west
1761.00,05-01-2019,north
1590.00,05-01-2019,south
1725.00,05-01-2019,east
1551.00,05-01-2019,west
1644.00,06-01-2019,north
1779.00,06-01-2019,south
1794.00,06-01-2019,east
1638.00,06-01-2019,west
1644.00,07-01-2019,north
1647.00,07-01-2019,south
1692.00,07-01-2019,east
1623.00,07-01-2019,west
1722.00,08-01-2019,north
1551.00,08-01-2019,south
1731.00,08-01-2019,east
1701.00,08-01-2019,west
1500.00,09-01-2019,north
1764.00,09-01-2019,south
1764.00,09-01-2019,east
1635.00,09-01-2019,west
1767.00,10-01-2019,north
1551.00,10-01-2019,south
1512.00,10-01-2019,east
1686.00,10-01-2019,west
1662.00,11-01-2019,north
1512.00,11-01-2019,south
1608.00,11-01-2019,east
1611.00,11-01-2019,west
1566.00,12-01-2019,north
1773.00,12-01-2019,south
1707.00,12-01-2019,east
1752.00,12-01-2019,west
1551.00,13-01-2019,north
1503.00,13-01-2019,south
1536.00,13-01-2019,east
1728.00,13-01-2019,west
1692.00,14-01-2019,north
1521.00,14-01-2019,south
1698.00,14-01-2019,east
1791.00,14-01-2019,west
1605.00,15-01-2019,north
1761.00,15-01-2019,south
1617.00,15-01-2019,east
1503.00,15-01-2019,west
1548.00,16-01-2019,north
1734.00,16-01-2019,south
1506.00,16-01-2019,east
1533.00,16-01-2019,west
1590.00,17-01-2019,north
1707.00,17-01-2019,south
1509.00,17-01-2019,east
1653.00,17-01-2019,west
1572.00,18-01-2019,north
1563.00,18-01-2019,south
1635.00,18-01-2019,east
1734.00,18-01-2019,west
1587.00,19-01-2019,north
1506.00,19-01-2019,south
1689.00,19-01-2019,east
1701.00,19-01-2019,west
1707.00,20-01-2019,north
1557.00,20-01-2019,south
1722.00,20-01-2019,east
1629.00,20-01-2019,west
1611.00,21-01-2019,north
1515.00,21-01-2019,south
1614.00,21-01-2019,east
1593.00,21-01-2019,west
1719.00,22-01-2019,north
1506.00,22-01-2019,south
1794.00,22-01-2019,east
1731.00,22-01-2019,west
1662.00,23-01-2019,north
1728.00,23-01-2019,south
1563.00,23-01-2019,east
1662.00,23-01-2019,west
1647.00,24-01-2019,north
1638.00,24-01-2019,south
1557.00,24-01-2019,east
1518.00,24-01-2019,west
1560.00,25-01-2019,north
1656.00,25-01-2019,south
1707.00,25-01-2019,east
1767.00,25-01-2019,west
1671.00,26-01-2019,north
1686.00,26-01-2019,south
1653.00,26-01-2019,east
1647.00,26-01-2019,west
1524.00,27-01-2019,north
1503.00,27-01-2019,south
1533.00,27-01-2019,east
1785.00,27-01-2019,west
1731.00,28-01-2019,north
1782.00,28-01-2019,south
1560.00,28-01-2019,east
1782.00,28-01-2019,west
1500.00,29-01-2019,north
1728.00,29-01-2019,south
1605.00,29-01-2019,east
1614.00,29-01-2019,west
1782.00,30-01-2019,north
1638.00,30-01-2019,south
1797.00,30-01-2019,east
1641.00,30-01-2019,west
1650.00,31-01-2019,north
1536.00,31-01-2019,south
1599.00,31-01-2019,east
1740.00,31-01-2019,west
1749.00,01-02-2019,north
1581.00,01-02-2019,south
1662.00,01-02-2019,east
1509.00,01-02-2019,west
1596.00,02-02-2019,north
1638.00,02-02-2019,south
1746.00,02-02-2019,east
1611.00,02-02-2019,west
1602.00,03-02-2019,north
1722.00,03-02-2019,south
1734.00,03-02-2019,east
1749.00,03-02-2019,west
1548.00,04-02-2019,north
1647.00,04-02-2019,south
1560.00,04-02-2019,east
1542.00,04-02-2019,west
1617.00,05-02-2019,north
1659.00,05-02-2019,south
1674.00,05-02-2019,east
1524.00,05-02-2019,west
1551.00,06-02-2019,north
1722.00,06-02-2019,south
1563.00,06-02-2019,east
1692.00,06-02-2019,west
1734.00,07-02-2019,north
1584.00,07-02-2019,south
1662.00,07-02-2019,east
1545.00,07-02-2019,west
1662.00,08-02-2019,north
1614.00,08-02-2019,south
1719.00,08-02-2019,east
1788.00,08-02-2019,west
1779.00,09-02-2019,north
1665.00,09-02-2019,south
1605.00,09-02-2019,east
1641.00,09-02-2019,west
1725.00,10-02-2019,north
1611.00,10-02-2019,south
1560.00,10-02-2019,east
1575.00,10-02-2019,west
1563.00,11-02-2019,north
1773.00,11-02-2019,south
1536.00,11-02-2019,east
1551.00,11-02-2019,west
1572.00,12-02-2019,north
1608.00,12-02-2019,south
1752.00,12-02-2019,east
1734.00,12-02-2019,west
1686.00,13-02-2019,north
1782.00,13-02-2019,south
1500.00,13-02-2019,east
1731.00,13-02-2019,west
1725.00,14-02-2019,north
1578.00,14-02-2019,south
1560.00,14-02-2019,east
1644.00,14-02-2019,west
1566.00,15-02-2019,north
1584.00,15-02-2019,south
1695.00,15-02-2019,east
1734.00,15-02-2019,west
1794.00,16-02-2019,north
1731.00,16-02-2019,south
1674.00,16-02-2019,east
1599.00,16-02-2019,west
1512.00,17-02-2019,north
1653.00,17-02-2019,south
1722.00,17-02-2019,east
1641.00,17-02-2019,west
1695.00,18-02-2019,north
1749.00,18-02-2019,south
1728.00,18-02-2019,east
1764.00,18-02-2019,west
1716.00,19-02-2019,north
1599.00,19-02-2019,south
1596.00,19-02-2019,east
1644.00,19-02-2019,west
1740.00,20-02-2019,north
1641.00,20-02-2019,south
1566.00,20-02-2019,east
1656.00,20-02-2019,west
1599.00,21-02-2019,north
1725.00,21-02-2019,south
1731.00,21-02-2019,east
1719.00,21-02-2019,west
1770.00,22-02-2019,north
1794.00,22-02-2019,south
1725.00,22-02-2019,east
1713.00,22-02-2019,west
1599.00,23-02-2019,north
1743.00,23-02-2019,south
1518.00,23-02-2019,east
1614.00,23-02-2019,west
1692.00,24-02-2019,north
1755.00,24-02-2019,south
1653.00,24-02-2019,east
1524.00,24-02-2019,west
1635.00,25-02-2019,north
1734.00,25-02-2019,south
1713.00,25-02-2019,east
1578.00,25-02-2019,west
1566.00,26-02-2019,north
1653.00,26-02-2019,south
1506.00,26-02-2019,east
1656.00,26-02-2019,west
1593.00,27-02-2019,north
1545.00,27-02-2019,south
1734.00,27-02-2019,east
1635.00,27-02-2019,west
1710.00,28-02-2019,north
1569.00,28-02-2019,south
1731.00,28-02-2019,east
1599.00,28-02-2019,west
1593.00,01-03-2019,north
1707.00,01-03-2019,south
1638.00,01-03-2019,east
1539.00,01-03-2019,west
1782.00,02-03-2019,north
1794.00,02-03-2019,south
1608.00,02-03-2019,east
1689.00,02-03-2019,west
1698.00,03-03-2019,north
1518.00,03-03-2019,south
1593.00,03-03-2019,east
1611.00,03-03-2019,west
1587.00,04-03-2019,north
1686.00,04-03-2019,south
1518.00,04-03-2019,east
1632.00,04-03-2019,west
1566.00,05-03-2019,north
1569.00,05-03-2019,south
1743.00,05-03-2019,east
1557.00,05-03-2019,west
1746.00,06-03-2019,north
1662.00,06-03-2019,south
1674.00,06-03-2019,east
1608.00,06-03-2019,west
1551.00,07-03-2019,north
1581.00,07-03-2019,south
1560.00,07-03-2019,east
1674.00,07-03-2019,west
1521.00,08-03-2019,north
1782.00,08-03-2019,south
1617.00,08-03-2019,east
1797.00,08-03-2019,west
1533.00,09-03-2019,north
1749.00,09-03-2019,south
1656.00,09-03-2019,east
1644.00,09-03-2019,west
1545.00,10-03-2019,north
1776.00,10-03-2019,south
1650.00,10-03-2019,east
1737.00,10-03-2019,west
1659.00,11-03-2019,north
1722.00,11-03-2019,south
1689.00,11-03-2019,east
1692.00,11-03-2019,west
1518.00,12-03-2019,north
1581.00,12-03-2019,south
1626.00,12-03-2019,east
1668.00,12-03-2019,west
1524.00,13-03-2019,north
1797.00,13-03-2019,south
1542.00,13-03-2019,east
1653.00,13-03-2019,west
1677.00,14-03-2019,north
1524.00,14-03-2019,south
1692.00,14-03-2019,east
1704.00,14-03-2019,west
1647.00,15-03-2019,north
1671.00,15-03-2019,south
1563.00,15-03-2019,east
1650.00,15-03-2019,west
1563.00,16-03-2019,north
1680.00,16-03-2019,south
1728.00,16-03-2019,east
1680.00,16-03-2019,west
1683.00,17-03-2019,north
1638.00,17-03-2019,south
1545.00,17-03-2019,east
1671.00,17-03-2019,west
1701.00,18-03-2019,north
1515.00,18-03-2019,south
1764.00,18-03-2019,east
1668.00,18-03-2019,west
1677.00,19-03-2019,north
1752.00,19-03-2019,south
1635.00,19-03-2019,east
1605.00,19-03-2019,west
1635.00,20-03-2019,north
1596.00,20-03-2019,south
1608.00,20-03-2019,east
1779.00,20-03-2019,west
1776.00,21-03-2019,north
1635.00,21-03-2019,south
1791.00,21-03-2019,east
1779.00,21-03-2019,west
1746.00,22-03-2019,north
1545.00,22-03-2019,south
1767.00,22-03-2019,east
1731.00,22-03-2019,west
1734.00,23-03-2019,north
1509.00,23-03-2019,south
1686.00,23-03-2019,east
1797.00,23-03-2019,west
1566.00,24-03-2019,north
1557.00,24-03-2019,south
1797.00,24-03-2019,east
1755.00,24-03-2019,west
1650.00,25-03-2019,north
1500.00,25-03-2019,south
1554.00,25-03-2019,east
1734.00,25-03-2019,west
1701.00,26-03-2019,north
1782.00,26-03-2019,south
1797.00,26-03-2019,east
1557.00,26-03-2019,west
1668.00,27-03-2019,north
1575.00,27-03-2019,south
1608.00,27-03-2019,east
1527.00,27-03-2019,west
1518.00,28-03-2019,north
1509.00,28-03-2019,south
1767.00,28-03-2019,east
1557.00,28-03-2019,west
1605.00,29-03-2019,north
1686.00,29-03-2019,south
1656.00,29-03-2019,east
1653.00,29-03-2019,west
1722.00,30-03-2019,north
1593.00,30-03-2019,south
1557.00,30-03-2019,east
1710.00,30-03-2019,west
1785.00,31-03-2019,north
1710.00,31-03-2019,south
1653.00,31-03-2019,east
1572.00,31-03-2019,west
1512.00,01-04-2019,north
1794.00,01-04-2019,south
1569.00,01-04-2019,east
1608.00,01-04-2019,west
1623.00,02-04-2019,north
1791.00,02-04-2019,south
1785.00,02-04-2019,east
1629.00,02-04-2019,west
1539.00,03-04-2019,north
1626.00,03-04-2019,south
1695.00,03-04-2019,east
1518.00,03-04-2019,west
1530.00,04-04-2019,north
1683.00,04-04-2019,south
1662.00,04-04-2019,east
1632.00,04-04-2019,west
1614.00,05-04-2019,north
1605.00,05-04-2019,south
1662.00,05-04-2019,east
1713.00,05-04-2019,west
1749.00,06-04-2019,north
1713.00,06-04-2019,south
1716.00,06-04-2019,east
1557.00,06-04-2019,west
1605.00,07-04-2019,north
1635.00,07-04-2019,south
1518.00,07-04-2019,east
1632.00,07-04-2019,west
1713.00,08-04-2019,north
1779.00,08-04-2019,south
1743.00,08-04-2019,east
1575.00,08-04-2019,west
1728.00,09-04-2019,north
1719.00,09-04-2019,south
1755.00,09-04-2019,east
1617.00,09-04-2019,west
1542.00,10-04-2019,north
1626.00,10-04-2019,south
1509.00,10-04-2019,east
1638.00,10-04-2019,west
1581.00,11-04-2019,north
1680.00,11-04-2019,south
1569.00,11-04-2019,east
1635.00,11-04-2019,west
1539.00,12-04-2019,north
1587.00,12-04-2019,south
1593.00,12-04-2019,east
1581.00,12-04-2019,west
1515.00,13-04-2019,north
1611.00,13-04-2019,south
1644.00,13-04-2019,east
1794.00,13-04-2019,west
1500.00,14-04-2019,north
1737.00,14-04-2019,south
1722.00,14-04-2019,east
1764.00,14-04-2019,west
1530.00,15-04-2019,north
1602.00,15-04-2019,south
1524.00,15-04-2019,east
1770.00,15-04-2019,west
1596.00,16-04-2019,north
1668.00,16-04-2019,south
1584.00,16-04-2019,east
1713.00,16-04-2019,west
1569.00,17-04-2019,north
1686.00,17-04-2019,south
1647.00,17-04-2019,east
1509.00,17-04-2019,west
1590.00,18-04-2019,north
1650.00,18-04-2019,south
1557.00,18-04-2019,east
1575.00,18-04-2019,west
1773.00,19-04-2019,north
1629.00,19-04-2019,south
1524.00,19-04-2019,east
1512.00,19-04-2019,west
1521.00,20-04-2019,north
1653.00,20-04-2019,south
1584.00,20-04-2019,east
1713.00,20-04-2019,west
1683.00,21-04-2019,north
1749.00,21-04-2019,south
1545.00,21-04-2019,east
1629.00,21-04-2019,west
1533.00,22-04-2019,north
1587.00,22-04-2019,south
1671.00,22-04-2019,east
1650.00,22-04-2019,west
1668.00,23-04-2019,north
1674.00,23-04-2019,south
1728.00,23-04-2019,east
1518.00,23-04-2019,west
1554.00,24-04-2019,north
1719.00,24-04-2019,south
1746.00,24-04-2019,east
1665.00,24-04-2019,west
1503.00,25-04-2019,north
1692.00,25-04-2019,south
1725.00,25-04-2019,east
1764.00,25-04-2019,west
1710.00,26-04-2019,north
1635.00,26-04-2019,south
1764.00,26-04-2019,east
1758.00,26-04-2019,west
1740.00,27-04-2019,north
1776.00,27-04-2019,south
1740.00,27-04-2019,east
1620.00,27-04-2019,west
1566.00,28-04-2019,north
1704.00,28-04-2019,south
1578.00,28-04-2019,east
1503.00,28-04-2019,west
1602.00,29-04-2019,north
1791.00,29-04-2019,south
1752.00,29-04-2019,east
1800.00,29-04-2019,west
1719.00,30-04-2019,north
1767.00,30-04-2019,south
1500.00,30-04-2019,east
1623.00,30-04-2019,west
1665.00,01-05-2019,north
1800.00,01-05-2019,south
1731.00,01-05-2019,east
1542.00,01-05-2019,west
1575.00,02-05-2019,north
1548.00,02-05-2019,south
1797.00,02-05-2019,east
1521.00,02-05-2019,west
1560.00,03-05-2019,north
1521.00,03-05-2019,south
1605.00,03-05-2019,east
1740.00,03-05-2019,west
1617.00,04-05-2019,north
1743.00,04-05-2019,south
1629.00,04-05-2019,east
1749.00,04-05-2019,west
1512.00,05-05-2019,north
1746.00,05-05-2019,south
1530.00,05-05-2019,east
1611.00,05-05-2019,west
1569.00,06-05-2019,north
1689.00,06-05-2019,south
1557.00,06-05-2019,east
1560.00,06-05-2019,west
1650.00,07-05-2019,north
1695.00,07-05-2019,south
1620.00,07-05-2019,east
1644.00,07-05-2019,west
1800.00,08-05-2019,north
1515.00,08-05-2019,south
1785.00,08-05-2019,east
1650.00,08-05-2019,west
1797.00,09-05-2019,north
1641.00,09-05-2019,south
1665.00,09-05-2019,east
1767.00,09-05-2019,west
1500.00,10-05-2019,north
1788.00,10-05-2019,south
1725.00,10-05-2019,east
1557.00,10-05-2019,west
1503.00,11-05-2019,north
1518.00,11-05-2019,south
1650.00,11-05-2019,east
1614.00,11-05-2019,west
1743.00,12-05-2019,north
1524.00,12-05-2019,south
1761.00,12-05-2019,east
1743.00,12-05-2019,west
1563.00,13-05-2019,north
1716.00,13-05-2019,south
1560.00,13-05-2019,east
1614.00,13-05-2019,west
1617.00,14-05-2019,north
1761.00,14-05-2019,south
1635.00,14-05-2019,east
1614.00,14-05-2019,west
1509.00,15-05-2019,north
1650.00,15-05-2019,south
1755.00,15-05-2019,east
1569.00,15-05-2019,west
1605.00,16-05-2019,north
1695.00,16-05-2019,south
1662.00,16-05-2019,east
1605.00,16-05-2019,west
1731.00,17-05-2019,north
1590.00,17-05-2019,south
1620.00,17-05-2019,east
1752.00,17-05-2019,west
1533.00,18-05-2019,north
1737.00,18-05-2019,south
1608.00,18-05-2019,east
1662.00,18-05-2019,west
1797.00,19-05-2019,north
1728.00,19-05-2019,south
1686.00,19-05-2019,east
1650.00,19-05-2019,west
1695.00,20-05-2019,north
1752.00,20-05-2019,south
1785.00,20-05-2019,east
1668.00,20-05-2019,west
1515.00,21-05-2019,north
1683.00,21-05-2019,south
1794.00,21-05-2019,east
1533.00,21-05-2019,west
1599.00,22-05-2019,north
1761.00,22-05-2019,south
1761.00,22-05-2019,east
1722.00,22-05-2019,west
1626.00,23-05-2019,north
1668.00,23-05-2019,south
1641.00,23-05-2019,east
1740.00,23-05-2019,west
1650.00,24-05-2019,north
1623.00,24-05-2019,south
1653.00,24-05-2019,east
1773.00,24-05-2019,west
1788.00,25-05-2019,north
1581.00,25-05-2019,south
1677.00,25-05-2019,east
1569.00,25-05-2019,west
1791.00,26-05-2019,north
1617.00,26-05-2019,south
1638.00,26-05-2019,east
1542.00,26-05-2019,west
1590.00,27-05-2019,north
1704.00,27-05-2019,south
1680.00,27-05-2019,east
1527.00,27-05-2019,west
1635.00,28-05-2019,north
1755.00,28-05-2019,south
1560.00,28-05-2019,east
1533.00,28-05-2019,west
1599.00,29-05-2019,north
1677.00,29-05-2019,south
1581.00,29-05-2019,east
1680.00,29-05-2019,west
1692.00,30-05-2019,north
1644.00,30-05-2019,south
1716.00,30-05-2019,east
1761.00,30-05-2019,west
1716.00,31-05-2019,north
1764.00,31-05-2019,south
1677.00,31-05-2019,east
1605.00,31-05-2019,west
1680.00,01-06-2019,north
1695.00,01-06-2019,south
1548.00,01-06-2019,east
1689.00,01-06-2019,west
1755.00,02-06-2019,north
1707.00,02-06-2019,south
1557.00,02-06-2019,east
1644.00,02-06-2019,west
1719.00,03-06-2019,north
1680.00,03-06-2019,south
1581.00,03-06-2019,east
1749.00,03-06-2019,west
1602.00,04-06-2019,north
1704.00,04-06-2019,south
1602.00,04-06-2019,east
1554.00,04-06-2019,west
1632.00,05-06-2019,north
1560.00,05-06-2019,south
1647.00,05-06-2019,east
1560.00,05-06-2019,west
1662.00,06-06-2019,north
1545.00,06-06-2019,south
1614.00,06-06-2019,east
1746.00,06-06-2019,west
1713.00,07-06-2019,north
1668.00,07-06-2019,south
1503.00,07-06-2019,east
1758.00,07-06-2019,west
1656.00,08-06-2019,north
1560.00,08-06-2019,south
1710.00,08-06-2019,east
1677.00,08-06-2019,west
1782.00,09-06-2019,north
1665.00,09-06-2019,south
1782.00,09-06-2019,east
1797.00,09-06-2019,west
1698.00,10-06-2019,north
1689.00,10-06-2019,south
1623.00,10-06-2019,east
1767.00,10-06-2019,west
1635.00,11-06-2019,north
1563.00,11-06-2019,south
1785.00,11-06-2019,east
1521.00,11-06-2019,west
1728.00,12-06-2019,north
1515.00,12-06-2019,south
1548.00,12-06-2019,east
1677.00,12-06-2019,west
1587.00,13-06-2019,north
1719.00,13-06-2019,south
1587.00,13-06-2019,east
1773.00,13-06-2019,west
1557.00,14-06-2019,north
1680.00,14-06-2019,south
1773.00,14-06-2019,east
1509.00,14-06-2019,west
1602.00,15-06-2019,north
1794.00,15-06-2019,south
1764.00,15-06-2019,east
1785.00,15-06-2019,west
1662.00,16-06-2019,north
1563.00,16-06-2019,south
1671.00,16-06-2019,east
1533.00,16-06-2019,west
1587.00,17-06-2019,north
1512.00,17-06-2019,south
1536.00,17-06-2019,east
1566.00,17-06-2019,west
1767.00,18-06-2019,north
1614.00,18-06-2019,south
1776.00,18-06-2019,east
1728.00,18-06-2019,west
1614.00,19-06-2019,north
1572.00,19-06-2019,south
1614.00,19-06-2019,east
1734.00,19-06-2019,west
1566.00,20-06-2019,north
